Uuid,Void/Retire,Fully specified name:en,Short name:en,Description:en,_version:1,_order:25,Data class,Data type,Answers,units
50a612bf-3c9f-45d7-9d97-2d1fb6d00122,,"Sclera, Right Eye, Abnormal",,The status of abnormal sclera,,,Question,Coded,Icteric;Diffuse Injection;Sectoral injection;Episcleritis;Nodular Scleritis;Scleral thinning;Scleral melting;Necrotizing Scleritis;Blue sclera;Scleral pigmentation;Scleral perforation;Scleral plaque;Surgically induced necrotizing scleritis (SINS);Scleral nodule;Scleral mass;Foreign body;Trauma-related changes;Post-surgical changes;Post-inflammatory changes;Scleromalacia Perforans;Scleral calcification;Chemosis
46c54bc1-a70e-41af-b11c-54d2b516260c,,"Vitreous Examination, Left Eye, Normal",,The status of normal vitreous,,,Question,Coded,Clear;No cells;No opacity;No hemorrhage
4f41350f-8a9c-43e5-8fa6-a826f5d63ffb,,"Vitreous Examination, Right Eye, Normal",,The status of normal vitreous,,,Question,Coded,Clear;No cells;No opacity;No hemorrhage
af0df753-6d2a-4a36-8bc5-99daf017f7c4,,"Vitreous Examination, Left Eye, Abnormal",,The status of abnormal vitreous,,,Question,Coded,Vitreous Cells;Snowball;Vitreous Degeneration;asteroid hyalosis;Vitreous Hemorrhage;Vitreous opacity;Foreign body;Other
e71a36be-eb96-451b-a86c-d6810a0e4b0a,,"Vitreous Examination, Right Eye, Abnormal",,The status of abnormal vitreous,,,Question,Coded,Vitreous Cells;Snowball;Vitreous Degeneration;asteroid hyalosis;Vitreous Hemorrhage;Vitreous opacity;Foreign body;Other
611ac60e-5ae1-11ef-9549-325096b39f47,,"Retina, Fundus Exam, Left Eye",Retina,Fundoscopy findings on retina,,,Question,Coded,Normal; Abnormal
2060a6e5-2ec1-47e3-9a5f-ae96d4be45e3,,"Retina, Fundus Exam, Right Eye",Retina,Fundoscopy findings on retina,,,Question,Coded,Normal; Abnormal
611ac7e4-5ae1-11ef-b542-325096b39f47,,"Optic Disc, Fundus Exam, Left Eye",Optic Disc,Fundoscopy findings on optic disc,,,Question,Coded,Normal; Abnormal
398bced6-dd65-4ffd-983f-e3c1de9fd306,,"Optic Disc, Fundus Exam, Right Eye",Optic Disc,Fundoscopy findings on optic disc,,,Question,Coded,Normal; Abnormal
611ac852-5ae1-11ef-bef5-325096b39f47,,"Macula, Fundus Exam, Left Eye",Macula,Fundoscopy findings on macula ,,,Question,Coded,Normal; Abnormal
