Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,_version:1,_order:35
4e7cb59c-5146-4a8a-bb84-dcd1b2aeaa76,,ICD-11-WHO:9C40.9,Glaucomatous optic neuropathy (Eye diagnosis),Glaucomatous optic neuropathy - ICD-11-WHO:9C40.9,Glaucomatous optic neuropathy,Diagnosis,N/A,,,
ec4edf46-5538-4908-930b-b9bad4e4d79b,,ICD-11-WHO:9C40.A,Optic disc swelling (Eye diagnosis),Optic disc swelling - ICD-11-WHO:9C40.A,Optic disc swelling,Diagnosis,N/A,,,
84140331-2a02-43d2-81fe-c917b39aeb26,,ICD-11-WHO:9C40.A0,Papilloedema (Eye diagnosis),Papilloedema - ICD-11-WHO:9C40.A0,Papilloedema,Diagnosis,N/A,,,
2f62ccb5-5d55-4f07-b16a-57e08016095d,,ICD-11-WHO:9C40.A1,Optic disc swelling associated with uveitis (Eye diagnosis),Optic disc swelling associated with uveitis - ICD-11-WHO:9C40.A1,Optic disc swelling associated with uveitis,Diagnosis,N/A,,,
6570c141-6f85-4897-b101-9597127c9a12,,ICD-11-WHO:9C40.AY,Other specified optic disc swelling (Eye diagnosis),Other specified optic disc swelling - ICD-11-WHO:9C40.AY,Other specified optic disc swelling,Diagnosis,N/A,,,
83aa298e-4eae-42e0-919d-ba0dde552b63,,ICD-11-WHO:9C40.AZ,Optic disc swelling unspecified (Eye diagnosis),Optic disc swelling unspecified - ICD-11-WHO:9C40.AZ,Optic disc swelling unspecified,Diagnosis,N/A,,,
627feeab-d6c3-4d79-bea5-9e7ae2f6baff,,ICD-11-WHO:9C40.B0,Congenital optic atrophy (Eye diagnosis),Congenital optic atrophy - ICD-11-WHO:9C40.B0,Congenital optic atrophy,Diagnosis,N/A,,,
010c85ec-0fa7-4fc6-912a-47d2f607af97,,ICD-11-WHO:9C40.B1,Acquired optic atrophy (Eye diagnosis),Acquired optic atrophy - ICD-11-WHO:9C40.B1,Acquired optic atrophy,Diagnosis,N/A,,,
a5e802da-01da-4d29-9cc7-f3d7a6fc9f03,,ICD-11-WHO:9C40.BZ,Optic atrophy unspecified (Eye diagnosis),Optic atrophy unspecified - ICD-11-WHO:9C40.BZ,Optic atrophy unspecified,Diagnosis,N/A,,,
3627a9cc-9b44-42bf-8924-39fd4496bb42,,ICD-11-WHO:9C40.Y,Other specified disorder of the optic nerve (Eye diagnosis),Other specified disorder of the optic nerve - ICD-11-WHO:9C40.Y,Other specified disorder of the optic nerve,Diagnosis,N/A,,,
bf134781-8093-4e70-a5b5-8fcc5faafcf4,,ICD-11-WHO:9C40.Z,Disorder of the optic nerve unspecified (Eye diagnosis),Disorder of the optic nerve unspecified - ICD-11-WHO:9C40.Z,Disorder of the optic nerve unspecified,Diagnosis,N/A,,,
3229c347-e79f-4830-ac37-c8e91f47ab50,,ICD-11-WHO:9C41,Disorder of optic chiasm (Eye diagnosis),Disorder of optic chiasm - ICD-11-WHO:9C41,Disorder of optic chiasm,Diagnosis,N/A,,,
793f023f-68da-4350-adad-cabd75efd04c,,ICD-11-WHO:9C42,Disorder of post chiasmal visual pathways (Eye diagnosis),Disorder of post chiasmal visual pathways - ICD-11-WHO:9C42,Disorder of post chiasmal visual pathways,Diagnosis,N/A,,,
e4b22ebf-7554-4c62-afdc-fa6e0935640d,,ICD-11-WHO:9C44,Disorder of higher visual centres (Eye diagnosis),Disorder of higher visual centres,Disorder of higher visual centres,Diagnosis,N/A,,,
d1cabdcd-a4fd-4552-9d28-a8b96fb7a7a8,,ICD-11-WHO:9C4Y,Other specified disorders of the visual pathways or centres (Eye diagnosis),Other specified disorders of the visual pathways or centres - ICD-11-WHO:9C4Y,Other specified disorders of the visual pathways or centres,Diagnosis,N/A,,,
044c66ec-2044-43db-99de-183c17243257,,ICD-11-WHO:9C4Z,Disorders of the visual pathways or centres unspecified (Eye diagnosis),Disorders of the visual pathways or centres unspecified - ICD-11-WHO:9C4Z,Disorders of the visual pathways or centres unspecified,Diagnosis,N/A,,,
1b7c3fe3-3398-4e7d-b57a-86ec836171e8,,ICD-11-WHO:9C61.0,Primary open-angle glaucoma (Eye diagnosis),Primary open-angle glaucoma - ICD-11-WHO:9C61.0,Primary open-angle glaucoma,Diagnosis,N/A,,,
b69dac46-fa7b-4cc1-a5ba-5089219e55b7,,ICD-11-WHO:9C61.00,Normal tension glaucoma (Eye diagnosis),Normal tension glaucoma - ICD-11-WHO:9C61.00,Normal tension glaucoma,Diagnosis,N/A,,,
765da138-196e-462a-b11e-399a6c01fe38,,ICD-11-WHO:9C61.0Y,Other specified primary open-angle glaucoma (Eye diagnosis),Other specified primary open-angle glaucoma - ICD-11-WHO:9C61.0Y,Other specified primary open-angle glaucoma,Diagnosis,N/A,,,
6081da89-1b6c-4697-8ec9-d68ab89bfbf4,,ICD-11-WHO:9C61.0Z,Primary open-angle glaucoma unspecified (Eye diagnosis),Primary open-angle glaucoma unspecified - ICD-11-WHO:9C61.0Z,Primary open-angle glaucoma unspecified,Diagnosis,N/A,,,
a94da107-b5b6-4465-a645-3ad39d601afa,,ICD-11-WHO:9C61.1,Primary angle closure and angle closure glaucoma (Eye diagnosis),Primary angle closure and angle closure glaucoma - ICD-11-WHO:9C61.1,Primary angle closure and angle closure glaucoma,Diagnosis,N/A,,,
216d62b4-4852-4055-9eee-4091e94bfb8c,,ICD-11-WHO:9C61.10,Primary angle closure suspect or anatomical narrow angle (Eye diagnosis),Primary angle closure suspect or anatomical narrow angle - ICD-11-WHO:9C61.10,Primary angle closure suspect or anatomical narrow angle,Diagnosis,N/A,,,
a531961a-e6e7-45ff-b9f2-352ef7f139b1,,ICD-11-WHO:9C61.11,Primary angle-closure (Eye diagnosis),Primary angle-closure - ICD-11-WHO:9C61.11,Primary angle-closure,Diagnosis,N/A,,,
de8df727-10dc-487f-a0b2-96a39f68acb0,,ICD-11-WHO:9C61.12,Primary angle closure glaucoma (Eye diagnosis),Primary angle closure glaucoma - ICD-11-WHO:9C61.12,Primary angle closure glaucoma,Diagnosis,N/A,,,
dff9bd96-4580-4a42-9776-2f674376dddc,,ICD-11-WHO:9C61.13,Primary angle closure without pupillary block (Eye diagnosis),Primary angle closure without pupillary block - ICD-11-WHO:9C61.13,Primary angle closure without pupillary block,Diagnosis,N/A,,,
fc336e87-df52-4d83-8d0e-62e5ce051f42,,ICD-11-WHO:9C61.14,Acute angle closure with pupillary block (Eye diagnosis),Acute angle closure with pupillary block - ICD-11-WHO:9C61.14,Acute angle closure with pupillary block,Diagnosis,N/A,,,
1b61bfdb-de39-457d-9fce-261dff8e339d,,ICD-11-WHO:9C61.15,Intermittent angle-closure (Eye diagnosis),Intermittent angle-closure - ICD-11-WHO:9C61.15,Intermittent angle-closure,Diagnosis,N/A,,,
14f758ff-f913-4015-8ea9-051c20102a34,,ICD-11-WHO:9C61.16,Chronic angle-closure (Eye diagnosis),Chronic angle-closure - ICD-11-WHO:9C61.16,Chronic angle-closure,Diagnosis,N/A,,,
94520813-774f-4fdc-b20b-fd8b3738fb6b,,ICD-11-WHO:9C61.17,Condition after acute angle-closure glaucoma attack (Eye diagnosis),Condition after acute angle-closure glaucoma attack - ICD-11-WHO:9C61.17,Condition after acute angle-closure glaucoma attack,Diagnosis,N/A,,,
34dba12e-4cc2-4ead-ae81-8dea85a60a9a,,ICD-11-WHO:9C61.1Y,Other specified primary angle closure and angle closure glaucoma (Eye diagnosis),Other specified primary angle closure and angle closure glaucoma - ICD-11-WHO:9C61.1Y,Other specified primary angle closure and angle closure glaucoma,Diagnosis,N/A,,,
f51f8690-9d92-42a0-b5a2-74ccb5fbe985,,ICD-11-WHO:9C61.1Z,Primary angle closure and angle closure glaucoma unspecified (Eye diagnosis),Primary angle closure and angle closure glaucoma unspecified - ICD-11-WHO:9C61.1Z,Primary angle closure and angle closure glaucoma unspecified,Diagnosis,N/A,,,
ec7c0c97-5050-4aea-a88a-fade62fe58a5,,ICD-11-WHO:9C61.20,Pseudoexfoliative open-angle glaucoma (Eye diagnosis),Pseudoexfoliative open-angle glaucoma - ICD-11-WHO:9C61.20,Pseudoexfoliative open-angle glaucoma,Diagnosis,N/A,,,
733310e1-4461-45b9-894f-079f218187d5,,ICD-11-WHO:9C61.22,Lens-induced secondary open-angle glaucoma (Eye diagnosis),Lens-induced secondary open-angle glaucoma - ICD-11-WHO:9C61.22,Lens-induced secondary open-angle glaucoma,Diagnosis,N/A,,,
74d2dd09-2455-4430-b640-62d7b0eb9870,,ICD-11-WHO:9C61.23,Glaucoma associated with intraocular haemorrhage (Eye diagnosis),Glaucoma associated with intraocular haemorrhage - ICD-11-WHO:9C61.23,Glaucoma associated with intraocular haemorrhage,Diagnosis,N/A,,,
c277d390-4744-44eb-8eb4-c27ec1dd6b8a,,ICD-11-WHO:9C61.24,Glaucoma due to eye inflammation (Eye diagnosis),Glaucoma due to eye inflammation - ICD-11-WHO:9C61.24,Glaucoma due to eye inflammation,Diagnosis,N/A,,,
6d23f238-db56-4123-bd96-92f91fd77eb1,,ICD-11-WHO:9C61.25,Glaucomato-cyclitic crisis (Eye diagnosis),Glaucomato-cyclitic crisis - ICD-11-WHO:9C61.25,Glaucomato-cyclitic crisis,Diagnosis,N/A,,,
c0a8884b-3167-4f3d-8e18-0fd4f413c509,,ICD-11-WHO:9C61.26,Secondary open-angle glaucoma due to parasitic eye disease (Eye diagnosis),Secondary open-angle glaucoma due to parasitic eye disease - ICD-11-WHO:9C61.26,Secondary open-angle glaucoma due to parasitic eye disease,Diagnosis,N/A,,,
41550fe3-8674-43a0-81a0-755e7404126f,,ICD-11-WHO:9C61.27,Glaucoma due to intraocular tumours (Eye diagnosis),Glaucoma due to intraocular tumours - ICD-11-WHO:9C61.27,Glaucoma due to intraocular tumours,Diagnosis,N/A,,,
3b8a0e22-d567-40c7-af93-13f908a8488b,,ICD-11-WHO:9C61.28,Glaucoma associated with retinal detachment (Eye diagnosis),Glaucoma associated with retinal detachment - ICD-11-WHO:9C61.28,Glaucoma associated with retinal detachment,Diagnosis,N/A,,,
11689be9-c3fd-40ea-9648-45fbc857bec9,,ICD-11-WHO:9C61.29,Glaucoma due to eye trauma (Eye diagnosis),Glaucoma due to eye trauma - ICD-11-WHO:9C61.29,Glaucoma due to eye trauma,Diagnosis,N/A,,,
af8736cb-0020-4d04-8aac-594caa476b48,,ICD-11-WHO:9C61.2A,Glaucoma due to drugs (Eye diagnosis),Glaucoma due to drugs - ICD-11-WHO:9C61.2A,Glaucoma due to drugs,Diagnosis,N/A,,,
4dd29420-01e4-4683-afc2-a8dbcec7d1b7,,ICD-11-WHO:9C61.2B,Glaucoma caused by increased episcleral venous pressure (Eye diagnosis),Glaucoma caused by increased episcleral venous pressure - ICD-11-WHO:9C61.2B,Glaucoma caused by increased episcleral venous pressure,Diagnosis,N/A,,,
c4a0e12d-2500-47b2-8aea-589cd63e511e,,ICD-11-WHO:9C61.2C,Secondary glaucoma due to extra-ocular mass (Eye diagnosis),Secondary glaucoma due to extra-ocular mass - ICD-11-WHO:9C61.2C,Secondary glaucoma due to extra-ocular mass,Diagnosis,N/A,,,
6f13cc8c-b162-4e5a-87aa-9a425b173b1b,,ICD-11-WHO:9C61.2Y,Other specified secondary open-angle glaucoma (Eye diagnosis),Other specified secondary open-angle glaucoma - ICD-11-WHO:9C61.2Y,Other specified secondary open-angle glaucoma,Diagnosis,N/A,,,
07144236-b748-4897-921f-7d4a0f32b40a,,ICD-11-WHO:9C61.2Z,Secondary open-angle glaucoma unspecified (Eye diagnosis),Secondary open-angle glaucoma unspecified - ICD-11-WHO:9C61.2Z,Secondary open-angle glaucoma unspecified,Diagnosis,N/A,,,
c60ea93f-c1e6-41b7-aaac-2f2d2430d7ca,,ICD-11-WHO:9C61.3,Secondary angle closure glaucoma (Eye diagnosis),Secondary angle closure glaucoma - ICD-11-WHO:9C61.3,Secondary angle closure glaucoma,Diagnosis,N/A,,,
968c0278-41ea-48cf-9fac-bed0a90e7ec3,,ICD-11-WHO:9C61.30,Secondary angle closure glaucoma with pupillary block (Eye diagnosis),Secondary angle closure glaucoma with pupillary block - ICD-11-WHO:9C61.30,Secondary angle closure glaucoma with pupillary block,Diagnosis,N/A,,,
3a415de5-2894-410e-8ee0-14b8e8653bb8,,ICD-11-WHO:9C61.31,Secondary angle closure glaucoma without pupillary block (Eye diagnosis),Secondary angle closure glaucoma without pupillary block - ICD-11-WHO:9C61.31,Secondary angle closure glaucoma without pupillary block,Diagnosis,N/A,,,
6e0908dd-37a3-4c2a-b323-be100cbfb5cf,,ICD-11-WHO:9C61.32,Neovascular secondary angle closure glaucoma (Eye diagnosis),Neovascular secondary angle closure glaucoma - ICD-11-WHO:9C61.32,Neovascular secondary angle closure glaucoma,Diagnosis,N/A,,,
e78382c3-b4dc-46bc-acc5-79f57a63ecf5,,ICD-11-WHO:9C61.33,Secondary angle closure glaucoma due to endothelial overgrowth (Eye diagnosis),Secondary angle closure glaucoma due to endothelial overgrowth - ICD-11-WHO:9C61.33,Secondary angle closure glaucoma due to endothelial overgrowth,Diagnosis,N/A,,,
97e15ce1-baf4-4aeb-a7f7-da63292e1038,,ICD-11-WHO:9C61.34,Secondary angle closure glaucoma due to epithelial ingrowth (Eye diagnosis),Secondary angle closure glaucoma due to epithelial ingrowth - ICD-11-WHO:9C61.34,Secondary angle closure glaucoma due to epithelial ingrowth,Diagnosis,N/A,,,
c40cc1af-192c-4f6f-9231-05276c7e8c79,,ICD-11-WHO:9C61.36,Secondary angle closure glaucoma due to other anterior displacement of the lens-iris diaphragm (Eye diagnosis),Secondary angle closure glaucoma due to other anterior displacement of the lens-iris diaphragm - ICD-11-WHO:9C61.36,Secondary angle closure glaucoma due to other anterior displacement of the lens-iris diaphragm,Diagnosis,N/A,,,
cb506b6a-19c1-44c6-bbf0-0ad66ce13256,,ICD-11-WHO:9C61.3Y,Other specified secondary angle closure glaucoma (Eye diagnosis),Other specified secondary angle closure glaucoma - ICD-11-WHO:9C61.3Y,Other specified secondary angle closure glaucoma,Diagnosis,N/A,,,
cf4b5576-2c44-4717-a560-17dc5af63283,,ICD-11-WHO:9C61.3Z,Secondary angle closure glaucoma unspecified (Eye diagnosis),Secondary angle closure glaucoma unspecified - ICD-11-WHO:9C61.3Z,Secondary angle closure glaucoma unspecified,Diagnosis,N/A,,,
42588b97-d644-4a9a-af61-c493b9463734,,ICD-11-WHO:9C61.4,Developmental glaucoma (Eye diagnosis),Developmental glaucoma - ICD-11-WHO:9C61.4,Developmental glaucoma,Diagnosis,N/A,,,
f0d6db44-4367-4094-b5c0-ed280dd34d4c,,ICD-11-WHO:9C61.40,Primary congenital glaucoma (Eye diagnosis),Primary congenital glaucoma - ICD-11-WHO:9C61.40,Primary congenital glaucoma,Diagnosis,N/A,,,
1589f130-b3ec-4028-8e83-b6ece79f32d1,,ICD-11-WHO:9C61.41,Primary infantile glaucoma (Eye diagnosis),Primary infantile glaucoma - ICD-11-WHO:9C61.41,Primary infantile glaucoma,Diagnosis,N/A,,,
a9b28f69-9d8d-4279-97ef-390fb5e645d9,,ICD-11-WHO:9C61.42,Secondary childhood glaucoma (Eye diagnosis),Secondary childhood glaucoma - ICD-11-WHO:9C61.42,Secondary childhood glaucoma,Diagnosis,N/A,,,
6e927c25-6c0b-4b29-b25f-846f19fdf338,,ICD-11-WHO:9C61.4Y,Other specified developmental glaucoma (Eye diagnosis),Other specified developmental glaucoma - ICD-11-WHO:9C61.4Y,Other specified developmental glaucoma,Diagnosis,N/A,,,
c1991b7d-b4e6-4085-8a96-935215246c39,,ICD-11-WHO:9C61.4Z,Developmental glaucoma unspecified (Eye diagnosis),Developmental glaucoma unspecified - ICD-11-WHO:9C61.4Z,Developmental glaucoma unspecified,Diagnosis,N/A,,,
8fab38d9-a435-478f-98c1-225f2ac9bbba,,ICD-11-WHO:9C61.Z,Glaucoma unspecified (Eye diagnosis),Glaucoma unspecified - ICD-11-WHO:9C61.Z,Glaucoma unspecified,Diagnosis,N/A,,,
27c39192-41c6-4536-a604-3bd17cad6b98,,ICD-11-WHO:9C6Y,Other specified glaucoma or glaucoma suspect (Eye diagnosis),Other specified glaucoma or glaucoma suspect - ICD-11-WHO:9C6Y,Other specified glaucoma or glaucoma suspect,Diagnosis,N/A,,,
227b08e2-4803-4586-9e5f-af77280ebc17,,ICD-11-WHO:9C6Z,Glaucoma or glaucoma suspect unspecified (Eye diagnosis),Glaucoma or glaucoma suspect unspecified - ICD-11-WHO:9C6Z,Glaucoma or glaucoma suspect unspecified,Diagnosis,N/A,,,
4f26810f-05dc-4cc1-9924-33af5500dc7c,,ICD-11-WHO:9C80,Non paralytic strabismus (Eye diagnosis),Non paralytic strabismus - ICD-11-WHO:9C80,Non paralytic strabismus,Diagnosis,N/A,,,
df2a674d-014b-438e-bcea-cab7fc62c179,,ICD-11-WHO:9C80.2,Vertical or torsional strabismus (Eye diagnosis),Vertical or torsional strabismus - ICD-11-WHO:9C80.2,Vertical or torsional strabismus,Diagnosis,N/A,,,
5060f4db-7e04-49bd-9ceb-14e868a9cc03,,ICD-11-WHO:9C80.3,Intermittent strabismus (Eye diagnosis),Intermittent strabismus - ICD-11-WHO:9C80.3,Intermittent strabismus,Diagnosis,N/A,,,
7aa5740c-6b1c-40a9-ab37-b8978add758d,,ICD-11-WHO:9C80.30,Intermittent divergent exotropia (Eye diagnosis),Intermittent divergent exotropia - ICD-11-WHO:9C80.30,Intermittent divergent exotropia,Diagnosis,N/A,,,
f265d65e-20e2-4527-9c2f-7e3bf146212d,,ICD-11-WHO:9C80.31,Intermittent convergent esotropia (Eye diagnosis),Intermittent convergent esotropia - ICD-11-WHO:9C80.31,Intermittent convergent esotropia,Diagnosis,N/A,,,
59c39191-8e2e-4c6c-b61b-887092a3a82d,,ICD-11-WHO:9C80.3Y,Other specified intermittent strabismus (Eye diagnosis),Other specified intermittent strabismus - ICD-11-WHO:9C80.3Y,Other specified intermittent strabismus,Diagnosis,N/A,,,
295cd1ec-531d-4e31-bed4-7ef593c75217,,ICD-11-WHO:9C80.3Z,Intermittent strabismus unspecified (Eye diagnosis),Intermittent strabismus unspecified - ICD-11-WHO:9C80.3Z,Intermittent strabismus unspecified,Diagnosis,N/A,,,
c9fbf399-61a6-44bc-8996-8036a4d9012e,,ICD-11-WHO:9C80.4,Heterophoria (Eye diagnosis),Heterophoria - ICD-11-WHO:9C80.4,Heterophoria,Diagnosis,N/A,,,
a9cf9d14-61f9-4646-9fa6-fb527d776308,,ICD-11-WHO:9C80.Y,Other specified non paralytic strabismus (Eye diagnosis),Other specified non paralytic strabismus - ICD-11-WHO:9C80.Y,Other specified non paralytic strabismus,Diagnosis,N/A,,,
d908f355-4810-48d5-9709-084950e55e3f,,ICD-11-WHO:9C80.Z,Non paralytic strabismus unspecified (Eye diagnosis),Non paralytic strabismus unspecified - ICD-11-WHO:9C80.Z,Non paralytic strabismus unspecified,Diagnosis,N/A,,,
934849eb-bd9d-4cd4-9be2-bcdd679aa226,,ICD-11-WHO:9C81,Ocular motor nerve palsies (Eye diagnosis),Ocular motor nerve palsies - ICD-11-WHO:9C81,Ocular motor nerve palsies,Diagnosis,N/A,,,
0593c5f3-7c2a-43e1-920a-8ad7ae2ae904,,ICD-11-WHO:9C81.0,Third nerve palsy (Eye diagnosis),Third nerve palsy - ICD-11-WHO:9C81.0,Third nerve palsy,Diagnosis,N/A,,,
fbcad80f-84e8-4178-a489-e1ce84c38a7d,,ICD-11-WHO:9C81.00,External bilateral paralysis of oculomotor nerve (Eye diagnosis),External bilateral paralysis of oculomotor nerve - ICD-11-WHO:9C81.00,External bilateral paralysis of oculomotor nerve,Diagnosis,N/A,,,
3b1f27c8-943f-4f1b-a981-c9e69d6ec0af,,ICD-11-WHO:9C81.0Y,Other specified third nerve palsy (Eye diagnosis),Other specified third nerve palsy - ICD-11-WHO:9C81.0Y,Other specified third nerve palsy,Diagnosis,N/A,,,
92c3257e-d157-450e-b749-0a5c0df2255a,,ICD-11-WHO:9C81.0Z,Third nerve palsy unspecified (Eye diagnosis),Third nerve palsy unspecified - ICD-11-WHO:9C81.0Z,Third nerve palsy unspecified,Diagnosis,N/A,,,
bc025fdd-070b-4895-9d48-d64ed02660c7,,ICD-11-WHO:9C81.2,Sixth nerve palsy (Eye diagnosis),Sixth nerve palsy - ICD-11-WHO:9C81.2,Sixth nerve palsy,Diagnosis,N/A,,,
9ce3abc6-0290-4606-81fe-c21d9ae094a4,,ICD-11-WHO:9C81.3,Total external ophthalmoplegia (Eye diagnosis),Total external ophthalmoplegia - ICD-11-WHO:9C81.3,Total external ophthalmoplegia,Diagnosis,N/A,,,
b0c5bf46-34a5-4bc0-ac77-ffda0a708a2f,,ICD-11-WHO:9C81.4,Cavernous sinus syndromes (Eye diagnosis),Cavernous sinus syndromes - ICD-11-WHO:9C81.4,Cavernous sinus syndromes,Diagnosis,N/A,,,
734b5821-0dcb-4f68-aca7-11088aeebc1e,,ICD-11-WHO:9C81.Y,Palsy of other specified ocular motor nerve (Eye diagnosis),Palsy of other specified ocular motor nerve - ICD-11-WHO:9C81.Y,Palsy of other specified ocular motor nerve,Diagnosis,N/A,,,
428b33ad-fe45-484f-9e97-3dc4c3e77a87,,ICD-11-WHO:9C81.Z,Palsy of unspecified ocular motor nerve (Eye diagnosis),Palsy of unspecified ocular motor nerve - ICD-11-WHO:9C81.Z,Palsy of unspecified ocular motor nerve,Diagnosis,N/A,,,
d4c92aab-d003-4e61-af51-27ec4e9b0894,,ICD-11-WHO:9C82,Disorders of extraocular muscles (Eye diagnosis),Disorders of extraocular muscles - ICD-11-WHO:9C82,Disorders of extraocular muscles,Diagnosis,N/A,,,
4003d2ed-49d6-45e4-a850-90496c30c7a9,,ICD-11-WHO:9C82.1,Muscular dystrophy affecting extraocular muscle (Eye diagnosis),Muscular dystrophy affecting extraocular muscle - ICD-11-WHO:9C82.1,Muscular dystrophy affecting extraocular muscle,Diagnosis,N/A,,,
0d2f4298-5c19-4f2d-91aa-aafe123d1676,,ICD-11-WHO:9C82.2,Congenital cranial dysinnervation syndrome (Eye diagnosis),Congenital cranial dysinnervation syndrome - ICD-11-WHO:9C82.2,Congenital cranial dysinnervation syndrome,Diagnosis,N/A,,,
1cdd5d3f-6187-4eb1-a856-09257cc8ef00,,ICD-11-WHO:9C82.3,Restrictive ophthalmopathy (Eye diagnosis),Restrictive ophthalmopathy - ICD-11-WHO:9C82.3,Restrictive ophthalmopathy,Diagnosis,N/A,,,
79292086-03ed-4423-8a68-dc9b2965434c,,ICD-11-WHO:9C82.Y,Other specified disorders of extraocular muscles (Eye diagnosis),Other specified disorders of extraocular muscles - ICD-11-WHO:9C82.Y,Other specified disorders of extraocular muscles,Diagnosis,N/A,,,
152ae8b2-3c92-4d87-8400-4a614d7d9303,,ICD-11-WHO:9C82.Z,Disorders of extraocular muscles unspecified (Eye diagnosis),Disorders of extraocular muscles unspecified - ICD-11-WHO:9C82.Z,Disorders of extraocular muscles unspecified,Diagnosis,N/A,,,
3426f351-92d1-4627-a55d-9dd94cfe0d4d,,ICD-11-WHO:9C83,Disorders of binocular movement (Eye diagnosis),Disorders of binocular movement - ICD-11-WHO:9C83,Disorders of binocular movement,Diagnosis,N/A,,,
c89c111f-cbb6-4063-a4de-fac291322095,,ICD-11-WHO:9C83.0,Palsy of conjugate gaze (Eye diagnosis),Palsy of conjugate gaze - ICD-11-WHO:9C83.0,Palsy of conjugate gaze,Diagnosis,N/A,,,
784940d7-cd98-45c3-98c9-e231c5a1bf23,,ICD-11-WHO:9C83.00,Horizontal gaze palsy (Eye diagnosis),Horizontal gaze palsy - ICD-11-WHO:9C83.00,Horizontal gaze palsy,Diagnosis,N/A,,,
c6749e25-350e-4c73-83d1-4acbb54a56ec,,ICD-11-WHO:9C83.01,Vertical gaze palsy (Eye diagnosis),Vertical gaze palsy - ICD-11-WHO:9C83.01,Vertical gaze palsy,Diagnosis,N/A,,,
8665cc71-6257-4a25-aee2-8b24ae1409ca,,ICD-11-WHO:9C83.02,Monocular elevator palsy (Eye diagnosis),Monocular elevator palsy - ICD-11-WHO:9C83.02,Monocular elevator palsy,Diagnosis,N/A,,,
157d893e-c12d-4f38-9067-38fb0b04de6d,,ICD-11-WHO:9C83.0Y,Other specified palsy of conjugate gaze (Eye diagnosis),Other specified palsy of conjugate gaze - ICD-11-WHO:9C83.0Y,Other specified palsy of conjugate gaze,Diagnosis,N/A,,,
40c72b51-3247-4a8c-a7ea-b297d68b7b50,,ICD-11-WHO:9C83.0Z,Palsy of conjugate gaze unspecified (Eye diagnosis),Palsy of conjugate gaze unspecified - ICD-11-WHO:9C83.0Z,Palsy of conjugate gaze unspecified,Diagnosis,N/A,,,
2cb2947c-fb76-4537-87ed-6e8bfd8b43c8,,ICD-11-WHO:9C83.10,Horizontal conjugate gaze deviation (Eye diagnosis),Horizontal conjugate gaze deviation - ICD-11-WHO:9C83.10,Horizontal conjugate gaze deviation,Diagnosis,N/A,,,
7738b727-240d-4875-99f8-b2903d5e1753,,ICD-11-WHO:9C83.11,Upward gaze deviation (Eye diagnosis),Upward gaze deviation - ICD-11-WHO:9C83.11,Upward gaze deviation,Diagnosis,N/A,,,
6f676eef-3928-4eee-9e6c-159c2c1f7ccc,,ICD-11-WHO:9C83.12,Downward gaze deviation (Eye diagnosis),Downward gaze deviation - ICD-11-WHO:9C83.12,Downward gaze deviation,Diagnosis,N/A,,,
1775504a-e105-4a7e-8025-b993c21d169f,,ICD-11-WHO:9C83.1Y,Other specified spasm of conjugate gaze (Eye diagnosis),Other specified spasm of conjugate gaze - ICD-11-WHO:9C83.1Y,Other specified spasm of conjugate gaze,Diagnosis,N/A,,,
ae4eb621-f8bc-4f61-ac06-819e34f0b819,,ICD-11-WHO:9C83.1Z,Spasm of conjugate gaze unspecified (Eye diagnosis),Spasm of conjugate gaze unspecified - ICD-11-WHO:9C83.1Z,Spasm of conjugate gaze unspecified,Diagnosis,N/A,,,
a899d968-7503-45a8-931e-d5203a459069,,ICD-11-WHO:9C83.4,Spasm of the near reflex (Eye diagnosis),Spasm of the near reflex - ICD-11-WHO:9C83.4,Spasm of the near reflex,Diagnosis,N/A,,,
5b6e5cd1-0ee4-402c-a0c7-c006bffaed2b,,ICD-11-WHO:9C83.6,Anomalies of divergence or deviation of eye movement (Eye diagnosis),Anomalies of divergence or deviation of eye movement - ICD-11-WHO:9C83.6,Anomalies of divergence or deviation of eye movement,Diagnosis,N/A,,,
a81be3a5-ce0e-40a4-a077-3620c2d1b7d3,,ICD-11-WHO:9C83.61,Divergence paralysis (Eye diagnosis),Divergence paralysis - ICD-11-WHO:9C83.61,Divergence paralysis,Diagnosis,N/A,,,
6e84b7e3-2982-4b6d-bd35-c08daa085858,,ICD-11-WHO:9C83.62,Divergence excess (Eye diagnosis),Divergence excess - ICD-11-WHO:9C83.62,Divergence excess,Diagnosis,N/A,,,
8fbaace3-2266-4094-843e-956f4a334330,,ICD-11-WHO:9C83.63,Synergistic divergence (Eye diagnosis),Synergistic divergence - ICD-11-WHO:9C83.63,Synergistic divergence,Diagnosis,N/A,,,
c9130420-47cb-4a88-a078-a00141210329,,ICD-11-WHO:9C83.65,Ocular tilt reaction (Eye diagnosis),Ocular tilt reaction - ICD-11-WHO:9C83.65,Ocular tilt reaction,Diagnosis,N/A,,,
88bdd432-e5a5-4914-af8b-0a02d6196af8,,ICD-11-WHO:9C83.66,Alternating skew deviation (Eye diagnosis),Alternating skew deviation - ICD-11-WHO:9C83.66,Alternating skew deviation,Diagnosis,N/A,,,
